dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
1852,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 50}",0.692219,0.070322,0.849555,0.03417,0.891082,0.040991,0.793068,0.060912,0.839758,0.037111,0.842075,0.035888,0.684151,0.071777
6904,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 125}",0.690009,0.070601,0.848499,0.034237,0.889723,0.040079,0.792427,0.06238,0.838752,0.037575,0.841075,0.03623,0.68215,0.07246
7093,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.697568,0.068769,0.852123,0.033374,0.894603,0.040399,0.794351,0.061317,0.842069,0.036502,0.844477,0.035218,0.688954,0.070435
3069,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 125}",0.695833,0.069757,0.851273,0.033886,0.89054,0.041146,0.797855,0.059944,0.842057,0.036586,0.844198,0.035487,0.688396,0.070973
4314,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 75}",0.686764,0.072331,0.846777,0.035092,0.885034,0.042472,0.794724,0.063694,0.837676,0.038203,0.839879,0.036969,0.679758,0.073938
7861,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.699067,0.069856,0.852882,0.03384,0.897246,0.040238,0.792539,0.061585,0.842363,0.037052,0.844893,0.035718,0.689785,0.071436
1980,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 175}",0.700236,0.070139,0.853462,0.034038,0.89889,0.040025,0.791671,0.062132,0.842666,0.037417,0.84528,0.036003,0.690561,0.072006
7056,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.696625,0.0701,0.851606,0.034023,0.892619,0.041524,0.795817,0.062561,0.841865,0.037156,0.844218,0.03588,0.688436,0.07176
6911,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 75}",0.700522,0.070236,0.853648,0.034046,0.896061,0.039157,0.795963,0.061166,0.843679,0.037286,0.846012,0.035985,0.692024,0.071971
7093,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 175}",0.697954,0.07088,0.852267,0.03443,0.894588,0.042112,0.794712,0.061689,0.842238,0.037349,0.84465,0.03612,0.6893,0.072241
6874,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150}",0.696363,0.070178,0.851523,0.034044,0.892591,0.040929,0.795665,0.061835,0.841814,0.037115,0.844128,0.035875,0.688256,0.07175
5596,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.689277,0.070678,0.848116,0.034208,0.891901,0.0408,0.788571,0.062825,0.837694,0.037527,0.840236,0.036178,0.680473,0.072356
4750,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 150}",0.693033,0.069726,0.849862,0.033859,0.889336,0.041515,0.796154,0.061657,0.840515,0.036826,0.842745,0.035612,0.68549,0.071224
5759,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.697757,0.069499,0.8523,0.033687,0.897523,0.039751,0.790791,0.060473,0.841604,0.036871,0.844157,0.035508,0.688314,0.071016
5662,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.692284,0.069328,0.849591,0.033597,0.89314,0.039945,0.790358,0.062575,0.839232,0.037052,0.841749,0.03563,0.683498,0.07126
8148,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 175}",0.699209,0.069278,0.852954,0.033569,0.899065,0.040248,0.790229,0.060836,0.841998,0.036706,0.844647,0.035362,0.689294,0.070724
3932,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.697696,0.069196,0.852204,0.033633,0.895532,0.040415,0.793269,0.061444,0.841935,0.036829,0.8444,0.035478,0.688801,0.070956
6846,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 125}",0.696319,0.069127,0.851552,0.033512,0.894988,0.040165,0.792488,0.060974,0.841284,0.036608,0.843738,0.035341,0.687476,0.070681
989,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.692669,0.069694,0.849683,0.033924,0.887597,0.041747,0.798117,0.060279,0.840774,0.036577,0.842857,0.035502,0.685714,0.071005
5823,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 100}",0.694856,0.069992,0.850856,0.033942,0.89604,0.040136,0.789394,0.062301,0.8401,0.037344,0.842717,0.035918,0.685434,0.071837
5822,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 125}",0.698957,0.069851,0.852859,0.033894,0.899881,0.039423,0.788908,0.062453,0.841652,0.037464,0.844395,0.035956,0.688789,0.071912
7999,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 125}",0.700948,0.06906,0.853795,0.033525,0.897717,0.040139,0.794058,0.06091,0.843405,0.036664,0.845887,0.035345,0.691774,0.070691
3837,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 125}",0.700747,0.068619,0.853709,0.033268,0.897497,0.03979,0.794153,0.06051,0.843365,0.036405,0.845825,0.035087,0.69165,0.070174
